                  Time      g_error x      g_error y      g_error z      d_error x      d_error y      d_error z
252839320.000000000000000        104.690         26.717         97.936         -0.020         -0.012          0.017
252839330.000000000000000        138.778         35.584        131.755         -0.019         -0.012          0.016
252839410.000000000000000          7.659          1.418          2.634         -0.030         -0.013          0.016
252839420.000000000000000         33.749          8.270         36.704         -0.033         -0.015          0.015
252839430.000000000000000         61.906         15.674         73.362         -0.015         -0.009          0.020
252839440.000000000000000         91.178         23.375        111.410         -0.009         -0.008          0.021
252839450.000000000000000        120.607         31.123        149.599         -0.006         -0.008          0.021
252839470.000000000000000       4143.021       1081.117       8699.815         -0.022         -0.014          0.013
252839480.000000000000000       6465.330       1716.850      13093.544         -0.016         -0.014          0.011
252839490.000000000000000       8636.574       2311.184      17198.792         -0.013         -0.009          0.022
252839500.000000000000000      10634.623       2858.023      20971.313         -0.012         -0.009          0.028
252839510.000000000000000      12438.489       3351.605      24368.928         -0.015         -0.010          0.026
252839580.000000000000000          0.000          0.000          0.000         -0.010         -0.009          0.023
252839590.000000000000000         84.509         25.093        214.544         -0.005         -0.008          0.024
252839600.000000000000000         90.953         26.991        231.712         -0.007         -0.007          0.023
252839610.000000000000000         97.713         28.981        249.818         -0.011         -0.008          0.027
