                  Time        error x        error y        error z       error 3d
 54467.626504629632109          0.144          0.300          0.011          0.333
 54467.626620370370802          0.150          0.303          0.039          0.341
 54467.626736111109494          0.163          0.306          0.029          0.348
 54467.626851851848187          0.174          0.299          0.047          0.349
 54467.626967592594156          0.181          0.298          0.055          0.353
 54467.627083333332848          0.183          0.286          0.052          0.343
 54467.627199074071541          0.183          0.268          0.063          0.331
 54467.627314814817510          0.183          0.261          0.046          0.322
 54467.627430555556202          0.180          0.245          0.056          0.309
 54467.627546296294895          0.173          0.221          0.084          0.293
 54467.627662037033588          0.162          0.200          0.064          0.265
 54467.627777777779556          0.154          0.184          0.052          0.246
 54467.627893518518249          0.139          0.165          0.066          0.226
 54467.628009259256942          0.128          0.137          0.072          0.201
 54467.628125000002910          0.108          0.116          0.030          0.161
 54467.628240740741603          0.092          0.092          0.009          0.131
 54467.628356481480296          0.066          0.064          0.004          0.092
 54467.628472222218988          0.046          0.041          0.000          0.062
 54467.628587962964957          0.026          0.025         -0.004          0.036
 54467.628703703703650          0.000          0.000          0.000          0.000
 54467.628819444442343         -0.027          0.022         -0.017          0.038
 54467.628935185188311         -0.051          0.051         -0.025          0.076
 54467.629050925927004         -0.077          0.076         -0.035          0.113
 54467.629166666665697         -0.105          0.103         -0.047          0.155
 54467.629282407404389         -0.121          0.129         -0.038          0.181
 54467.629398148150358         -0.148          0.152         -0.053          0.219
 54467.629513888889051         -0.178          0.176         -0.085          0.264
 54467.629629629627743         -0.204          0.194         -0.119          0.305
 54467.629745370373712         -0.221          0.218         -0.111          0.330
 54467.629861111112405         -0.236          0.236         -0.113          0.352
 54467.629976851851097         -0.254          0.245         -0.116          0.371
 54467.630092592589790         -0.262          0.258         -0.097          0.380
 54467.630208333335759         -0.272          0.282         -0.118          0.409
